발생시각,규모,위도,경도
2011/07/05 0:00,2.3,38.58,126.36
2011/06/27 0:00,2.9,35.52,126.14
2011/06/17 0:00,2.4,37.9,124.81
2011/06/17 0:00,4,37.89,124.81
2011/06/16 0:00,2.8,33.62,127.27
2011/06/15 0:00,3.7,33.71,127.81
2011/06/09 0:00,2.6,35.91,129.7
2011/06/08 0:00,3,35.08,125.3
2011/06/05 0:00,2.5,36.05,127.53
2011/06/02 0:00,2.9,36.7,127.94
2011/06/02 0:00,2.9,33.59,127.26
2011/05/29 0:00,3.2,35.58,128.75
2011/05/28 0:00,2.5,35.93,129.69
2011/05/25 0:00,2.3,33.61,127.28
2011/05/11 0:00,2.2,39.33,126.22
2011/04/24 0:00,3.1,37.85,125.01
2011/04/11 0:00,2.8,39.13,125.87
2011/04/11 0:00,3.1,37.72,129.07
2011/04/03 0:00,2.7,35.77,128.53
2011/03/28 0:00,3.2,35.97,129.95
2011/03/24 0:00,2.8,36.34,127.83
2011/03/14 0:00,2.9,34.62,126.1
2011/03/13 0:00,2.3,37.5,125.33
2011/03/12 0:00,2.6,37,125.27
2011/03/11 0:00,2.5,38.51,127.57
2011/03/06 0:00,2.9,38.66,125.67
2011/02/27 0:00,3.5,33.65,125.9
2011/02/11 0:00,2.2,37.19,129.06
2011/01/26 0:00,2.7,33.4,127.33
2011/01/21 0:00,2.2,33.7,127.38
2011/01/04 0:00,2,36.41,127.15
2010/12/20 0:00,2.2,36.93,125.5
2010/12/19 0:00,2.6,37.31,129.38
2010/11/28 0:00,2.3,35.18,127.02
2010/11/27 0:00,2.8,35.95,129.79
2010/11/20 0:00,2.7,36.83,126.76
2010/11/07 0:00,2.8,40.15,128.28
2010/10/25 0:00,2.5,34.29,127.39
2010/10/23 0:00,2.4,39.77,126.7
2010/10/22 0:00,2.5,35.85,128.18
2010/10/14 0:00,2.3,37.14,129.73
2010/10/07 0:00,2.8,35.87,129.79
2010/10/04 0:00,2.8,37.67,129.7
2010/09/30 0:00,2.5,33.41,127.34
2010/09/06 0:00,2.8,36.56,129.01
2010/08/28 0:00,3.2,32.9,126.27
2010/08/24 0:00,2.5,38.71,125.9
2010/07/27 0:00,2.2,36.34,127.26
2010/07/06 0:00,2.3,36.47,127.13
2010/06/28 0:00,2.1,38.75,126.03
2010/06/26 0:00,2.7,32.35,125.88
2010/06/22 0:00,2.6,38.46,125.64
2010/06/11 0:00,2.1,38.78,126.07
2010/05/26 0:00,2.4,37.6,129.68
2010/05/15 0:00,2.2,36,127.84
2010/04/28 0:00,2.1,36.55,128.71
2010/04/27 0:00,2.3,36.8,128.75
2010/04/16 0:00,2.2,38.78,126.01
2010/04/13 0:00,2.5,34.02,125.44
2010/04/12 0:00,2.2,34.12,125.66
2010/04/04 0:00,2.3,38.51,126.06
2010/03/09 0:00,3.2,36.42,125.75
2010/03/01 0:00,2.2,38.41,125.62
2010/02/22 0:00,3,33.29,127.17
2010/02/21 0:00,2.3,36.75,127.1
2010/02/16 0:00,3.3,35.63,129.95
2010/02/09 0:00,3,37.45,126.8
2010/02/03 0:00,2.6,33.33,127.19
2010/02/01 0:00,2.4,33.34,127.18
2010/02/01 0:00,2.3,33.3,127.14
2010/01/23 0:00,2.1,36.59,128.17
2010/01/10 0:00,2.1,38.8,126.07
2010/01/05 0:00,2.6,36.97,126.52
2009/12/26 0:00,2.2,37.87,124.91
2009/12/15 0:00,2.4,36.76,127.1
2009/12/15 0:00,2.3,38.8,125.94
2009/12/11 0:00,2.8,33.69,125.64
2009/12/04 0:00,2.8,36.72,128.55
2009/11/27 0:00,2.4,37.69,129.58
2009/11/17 0:00,2.3,36.07,126.95
2009/11/14 0:00,2.5,34.81,127.93
2009/11/14 0:00,2.4,35.66,126.91
2009/11/05 0:00,2.7,38.42,124.87
2009/10/16 0:00,2.3,33.4,127.29
2009/10/04 0:00,2.5,39.38,126.05
2009/10/01 0:00,2.9,38.12,126.02
2009/08/25 0:00,2.4,37.68,124.68
2009/08/21 0:00,3.8,38.82,125.79
2009/08/17 0:00,2.4,36.54,129.6
2009/08/15 0:00,2.6,36.52,129.61
2009/07/30 0:00,2.6,35.85,126.29
2009/07/17 0:00,2.5,38.45,126.15
2009/07/15 0:00,3,35.14,125.1
2009/07/01 0:00,2.6,37.84,124.94
2009/06/29 0:00,2.7,37.14,126
2009/06/28 0:00,3,35.78,128.29
2009/06/25 0:00,2.2,39.43,126.11
2009/06/20 0:00,2.2,38.03,126.62
2009/06/20 0:00,2.9,37.09,124.74
2009/06/06 0:00,2.4,35.09,125.06
2009/06/06 0:00,2.8,38.63,127.44
2009/06/03 0:00,2.9,38.57,126.5
2009/06/03 0:00,2.4,33.19,126.33
2009/05/31 0:00,2.3,38.6,126.43
2009/05/31 0:00,2.5,33.52,125.85
2009/05/26 0:00,2.2,36.57,129.22
2009/05/25 0:00,2.4,36.95,129.33
2009/05/15 0:00,2.4,36.59,126.41
2009/05/14 0:00,2.2,36.25,127.13
2009/05/02 0:00,2.9,36.57,128.71
2009/05/02 0:00,4,36.56,128.71
2009/04/29 0:00,2.9,33.43,127.36
2009/04/21 0:00,2,35.45,128.21
2009/04/18 0:00,2.5,33.39,127.07
2009/04/14 0:00,2.5,38.45,125.65
2009/04/02 0:00,3,37.6,125.95
2009/03/30 0:00,2.3,36.21,128.08
2009/03/26 0:00,2.9,38.11,127.13
2009/03/26 0:00,2.3,33.38,127.14
2009/03/02 0:00,3.4,37.08,124.65
2009/02/26 0:00,2.2,36.94,129.36
2009/02/26 0:00,2.7,35.03,129.59
2009/02/23 0:00,2.8,37.13,126.01
2009/02/19 0:00,2.3,39.72,126.89
2009/02/15 0:00,3,35.76,125.71
2009/02/15 0:00,2.3,35.85,127.72
2009/02/12 0:00,3.2,35.26,127.44
2009/01/13 0:00,3,36.47,129.64
2009/01/09 0:00,3.2,38.73,125.82
2009/01/05 0:00,2.1,33.47,127.31
2009/01/02 0:00,2.2,33.94,127.67
2009/01/01 0:00,2.5,36.5,129.08
2009/01/01 0:00,2.1,36.31,128.35
2008/12/29 0:00,2.2,35.67,126.34
2008/12/19 0:00,2.2,37.36,129.83
2008/12/19 0:00,3.5,36.49,129.68
2008/12/18 0:00,2.3,36.47,129.66
2008/12/11 0:00,2.7,40.38,126.87
2008/12/08 0:00,2.4,35.14,124.62
2008/12/07 0:00,2.3,37.79,125.02
2008/12/07 0:00,2.4,36.45,129.56
2008/11/11 0:00,2.5,38.56,125.66
2008/11/11 0:00,3,38.55,125.67
2008/11/11 0:00,3,38.54,125.65
2008/11/05 0:00,2.3,37.07,129.11
2008/10/29 0:00,3.4,36.35,127.25
2008/10/08 0:00,2.1,38.12,127.11
2008/09/20 0:00,2.8,34.11,125.02
2008/09/13 0:00,2.5,35.6,126.99
2008/09/11 0:00,2.4,38.08,127.12
2008/09/08 0:00,2.6,34.57,128.25
2008/09/04 0:00,3,35.13,125.04
2008/08/20 0:00,2.2,35.72,125.69
2008/07/27 0:00,2.2,34.45,128.08
2008/07/27 0:00,2.4,39.4,126.03
2008/07/23 0:00,3.2,34.49,128.04
2008/07/22 0:00,2.5,35.31,129.74
2008/07/04 0:00,2.5,39.3,127.19
2008/07/04 0:00,2.1,39.26,127.22
2008/07/01 0:00,2.3,35.54,128.82
2008/06/30 0:00,2.3,35.1,124.66
2008/06/21 0:00,2.2,35.57,128.6
2008/05/31 0:00,4.2,33.5,125.69
2008/05/26 0:00,2.6,35.85,130.01
2008/03/27 0:00,2.8,37.78,126.4
2008/03/21 0:00,2.7,35.15,124.57
2008/03/15 0:00,2,38.11,127.1
2008/03/09 0:00,2.2,38.75,125.84
2008/03/08 0:00,2,35.66,128.8
2008/02/29 0:00,3.2,38.75,126.23
2008/02/29 0:00,2.4,33.57,126.54
2008/02/26 0:00,2.5,35.97,126.56
2008/02/26 0:00,2.6,37.95,124.85
2008/02/23 0:00,2.2,35.82,129.33
2008/02/05 0:00,2.3,38.41,125.9
2008/01/16 0:00,3.9,35.65,125.37
2008/01/14 0:00,2.2,36.19,127.54
2008/01/10 0:00,2.2,35.09,125.06
2008/01/01 0:00,3.2,40.41,127.25
2007/12/28 0:00,2.7,34.98,129.64
2007/12/22 0:00,2.6,38.63,125.5
2007/12/16 0:00,2.2,35.62,127.8
2007/11/19 0:00,2.1,34.78,126.48
2007/10/29 0:00,2.5,36.62,128.42
2007/10/17 0:00,2.1,36.43,129.57
2007/10/16 0:00,2.9,37.45,128.97
2007/10/13 0:00,2.1,36.44,129.63
2007/10/08 0:00,2.2,38.9,125.76
2007/10/06 0:00,2.5,35.59,125.96
2007/10/04 0:00,2.9,36.43,129.55
2007/10/01 0:00,2.2,36.44,129.54
2007/09/24 0:00,2.6,36.45,129.61
2007/09/17 0:00,3,36.45,129.69
2007/09/12 0:00,2.7,36.46,129.47
2007/08/30 0:00,2.9,38.69,125.64
2007/08/18 0:00,2.5,35.99,125.78
2007/08/12 0:00,2.1,36.05,127.74
2007/08/07 0:00,2.4,37.23,128.8
2007/07/27 0:00,2.1,39.16,126.65
2007/07/22 0:00,2.6,36.88,126.66
2007/07/19 0:00,2.2,37.08,129.01
2007/07/08 0:00,2.2,37.37,129.66
2007/06/26 0:00,2.2,35.61,130.15
2007/05/28 0:00,2.1,35.23,128.57
2007/05/26 0:00,2.5,36.1,125.05
2007/05/19 0:00,2.4,36.57,129
2007/05/16 0:00,2.5,35.72,129.22
2007/05/13 0:00,2.2,35.92,128.01
2007/05/11 0:00,2.1,35.55,129.91
2007/05/03 0:00,2.1,36.6,127.83
2007/05/03 0:00,2.2,36.13,127.85
2007/04/25 0:00,2,36.94,126.53
2007/04/01 0:00,2.3,38.58,125.63
2007/03/28 0:00,2.8,38.64,125.6
2007/03/15 0:00,2.9,36.18,127.97
2007/03/10 0:00,2,37.21,128.85
2007/02/06 0:00,2.2,34.97,129.68
2007/01/24 0:00,2.4,38.62,125.59
2007/01/20 0:00,4.8,37.68,128.59
2007/01/19 0:00,2,37.69,128.57
2007/01/06 0:00,2.4,39.11,127.98
2006/12/28 0:00,2.2,36.11,128.11
2006/12/20 0:00,2.1,37.14,129.9
2006/12/10 0:00,2.5,33.06,126.22
2006/12/04 0:00,2.7,36.46,127.92
2006/11/26 0:00,2.4,34.14,127.48
2006/11/12 0:00,2.9,38.59,125.12
2006/11/11 0:00,2.4,35.97,127.45
2006/10/25 0:00,2.6,33.36,125.75
2006/10/22 0:00,2.2,37.13,125.98
2006/10/16 0:00,2.4,37.35,124.88
2006/10/04 0:00,2.2,36.67,127.67
2006/09/29 0:00,3.4,34.1,124.9
2006/09/20 0:00,2.1,34.62,128.81
2006/09/20 0:00,2.6,35.92,129.56
2006/08/26 0:00,2.2,37.21,128.81
2006/08/09 0:00,2.3,35.7,124.82
2006/08/07 0:00,2.8,35.6,124.63
2006/08/01 0:00,2,35.74,127.82
2006/07/26 0:00,2,35.8,127.88
2006/07/25 0:00,2.5,35.79,127.89
2006/07/24 0:00,2,37.17,126.32
2006/07/18 0:00,2,36.13,126.65
2006/06/01 0:00,2.4,34.6,128.16
2006/05/08 0:00,2.4,36.22,129.54
2006/04/30 0:00,2.5,37.05,129.84
2006/04/29 0:00,3.5,37.09,129.93
2006/04/29 0:00,2.5,37.07,129.81
2006/04/28 0:00,2.5,37.12,129.93
2006/04/28 0:00,3,37.09,129.93
2006/04/19 0:00,2.1,37.01,129.82
2006/04/19 0:00,2.4,37.1,129.92
2006/04/19 0:00,2.5,37.1,129.91
2006/04/19 0:00,3,37.05,129.96
2006/04/19 0:00,2.4,37.07,129.93
2006/04/13 0:00,2.8,34.74,125.01
2006/04/03 0:00,3.3,38.68,125.96
2006/04/02 0:00,2,35.38,127.22
2006/03/26 0:00,2.4,35.67,126.26
2006/03/23 0:00,2.5,38.33,127.3
2006/03/19 0:00,2,36.33,127.34
2006/03/19 0:00,2.9,36.34,127.36
2006/03/15 0:00,2.4,38.19,125.94
2006/03/11 0:00,2.1,37.13,126
2006/03/10 0:00,2.5,33.3,127.15
2006/02/28 0:00,2.3,36.22,127.66
2006/02/28 0:00,2.3,35.8,127.89
2006/02/14 0:00,3,38.67,126.03
2006/01/21 0:00,2.1,36.33,127.26
2006/01/19 0:00,2,37.19,128.77
2006/01/19 0:00,3.2,37.21,128.8
2005/12/25 0:00,2.6,34.76,127.11
2005/12/18 0:00,2.2,34.64,127.61
2005/12/07 0:00,2.5,36.62,127.76
2005/11/27 0:00,3.1,38.35,123.99
2005/11/15 0:00,3.1,37.21,128.8
2005/11/06 0:00,2.2,35.98,128.13
2005/10/23 0:00,2.7,34.98,127.01
2005/10/21 0:00,3.2,37.87,125.05
2005/10/13 0:00,2.7,36.94,129.47
2005/10/10 0:00,3.5,37.92,124.94
2005/10/03 0:00,2.1,35.82,129.58
2005/09/07 0:00,2.1,37.09,127.84
2005/08/31 0:00,2.2,37.13,129.69
2005/08/25 0:00,2.4,36.65,126.26
2005/08/24 0:00,3.4,34.16,127.03
2005/07/30 0:00,3.1,34.16,127.44
2005/06/30 0:00,3.1,36.66,129.63
2005/06/29 0:00,4,34.5,129.05
2005/06/20 0:00,3,38.81,125.57
2005/06/15 0:00,3,33,126.15
2005/06/15 0:00,3.9,33.06,126.17
2005/06/10 0:00,2.5,36.77,128.48
2005/06/10 0:00,2.3,36.78,128.49
2005/06/08 0:00,2.5,37.51,124.76
2005/05/15 0:00,2.6,38.13,125.6
2005/05/01 0:00,3.6,35.04,122.99
2005/04/21 0:00,3,34.91,125.47
2005/04/09 0:00,2.4,35.67,130.03
2005/04/09 0:00,2.4,37.17,125.41
2005/04/01 0:00,2.4,33.56,126.97
2005/03/31 0:00,2.2,36.43,125.57
2005/03/17 0:00,3.1,32.47,125.85
2005/03/12 0:00,2.4,38.82,127.14
2005/02/20 0:00,3.4,35.4,126.22
2005/02/07 0:00,2.8,36.59,130.02
2005/02/05 0:00,2.5,33.49,126.36
2005/02/03 0:00,2.4,38.95,130.39
2004/12/12 0:00,2.1,33.6,127.7
2004/12/10 0:00,2.3,32.9,125.8
2004/11/30 0:00,2.5,33.2,125.7
2004/11/28 0:00,2.4,37.6,129.5
2004/11/05 0:00,2,37.1,126.1
2004/10/20 0:00,2.7,34.4,125.5
2004/10/14 0:00,2.7,33.7,127.3
2004/10/11 0:00,2.2,38,125.4
2004/10/04 0:00,2,35.5,128.3
2004/09/27 0:00,2.5,35.5,128.3
2004/09/24 0:00,2.5,33.4,127.1
2004/09/15 0:00,2.5,37.5,126.9
2004/08/13 0:00,2.7,37.6,126.5
2004/08/11 0:00,2.3,33.3,126.2
2004/08/06 0:00,3.3,35.9,127.4
2004/07/14 0:00,2.1,36.4,127.3
2004/07/14 0:00,2.6,33.4,127.2
2004/07/13 0:00,2.1,38.5,126
2004/06/11 0:00,2.1,37.3,128.7
2004/06/01 0:00,3.5,37.2,130
2004/05/30 0:00,2.2,37,129.3
2004/05/30 0:00,2,36.6,130
2004/05/29 0:00,5.2,36.8,130.2
2004/05/25 0:00,2.7,39.5,124.9
2004/05/17 0:00,2.1,36.4,125.9
2004/05/06 0:00,2,37.5,129.9
2004/05/05 0:00,3.1,32.7,126
2004/05/05 0:00,2.2,33.4,127.3
2004/05/05 0:00,2.2,33.4,127.3
2004/04/30 0:00,2.8,35.8,129.4
2004/04/29 0:00,2.9,37.4,123.8
2004/04/26 0:00,3.9,35.8,128.2
2004/04/15 0:00,2,34.9,124.6
2004/04/02 0:00,2.9,39.4,126
2004/03/07 0:00,2.9,35.8,125.4
2004/02/26 0:00,2.1,37.2,128.9
2004/02/06 0:00,2.4,38.6,126.1
2004/01/29 0:00,2.4,35.9,128.5
2004/01/23 0:00,2,35.4,128
2004/01/17 0:00,2.9,33.7,125.8
2004/01/06 0:00,3.2,38.7,125.1
2004/01/05 0:00,2.9,36.2,127
2003/10/17 0:00,2,35.8,129.4
2003/10/14 0:00,2.4,34.1,127.5
2003/10/13 0:00,3.6,37,126.5
2003/10/05 0:00,2.1,36.3,127.3
2003/10/04 0:00,2.3,33.2,126.9
2003/09/25 0:00,2.5,36,129.6
2003/09/24 0:00,2.3,35.8,128.5
2003/09/19 0:00,2.9,37.5,124.5
2003/08/12 0:00,2.6,34.7,130.3
2003/08/07 0:00,2.7,36.8,129.5
2003/07/28 0:00,2.7,35.1,124.7
2003/07/18 0:00,2.9,35,124.3
2003/07/09 0:00,2.7,34.9,128.2
2003/07/05 0:00,3,37.4,125.3
2003/06/29 0:00,2.1,35.7,124.8
2003/06/09 0:00,4,36,123.6
2003/06/08 0:00,2.6,36.5,125.1
2003/06/04 0:00,2.7,35.2,125.2
2003/04/16 0:00,3.3,36.4,126.3
2003/04/05 0:00,2.4,36.2,127.3
2003/04/05 0:00,2.9,36.2,127.3
2003/04/05 0:00,2.5,36.2,127.3
2003/04/01 0:00,2.1,36.4,127.8
2003/03/30 0:00,5,37.8,123.7
2003/03/23 0:00,4.9,35,124.6
2003/03/19 0:00,2.3,36.5,129.6
2003/03/14 0:00,2.1,36.2,128.7
2003/03/10 0:00,3.1,36.1,128.4
2003/03/04 0:00,2.9,38.3,128.6
2003/03/01 0:00,3,35.8,129.3
2003/03/01 0:00,2.5,37.6,124.6
2003/02/14 0:00,2.9,38,124.5
2003/02/09 0:00,2.3,36,127.9
2003/02/08 0:00,2.9,35.3,126.6
2003/01/16 0:00,2.2,33.6,127.3
2003/01/13 0:00,2.8,35.8,129.4
2003/01/10 0:00,2.7,35.9,129.2
2003/01/09 0:00,3.9,37.4,124.2
2002/12/26 0:00,2.7,36.5,127
2002/12/17 0:00,2.1,37.1,126.4
2002/12/16 0:00,2.4,36.7,130.2
2002/12/12 0:00,2.3,37.1,126.4
2002/12/10 0:00,3.8,38.8,127.2
2002/12/07 0:00,2.7,37.4,129.4
2002/12/05 0:00,2.1,36.7,126.2
2002/12/05 0:00,2,36.7,126.3
2002/11/13 0:00,2.4,35.8,127.9
2002/11/06 0:00,2.5,36.4,127.7
2002/10/28 0:00,2.8,35.1,126.6
2002/10/25 0:00,2.4,33.9,127.1
2002/10/23 0:00,2.8,34.9,128.4
2002/10/20 0:00,3,35.2,127.7
2002/10/19 0:00,2.7,36.2,127.6
2002/10/16 0:00,2.4,36.6,127.6
2002/10/04 0:00,2.4,38.1,126.4
2002/09/19 0:00,2.9,35.6,125.4
2002/09/16 0:00,2.8,36.1,128.3
2002/09/15 0:00,2.5,35.9,129.7
2002/08/13 0:00,2.7,35.1,125.2
2002/08/10 0:00,4,35.1,123.4
2002/08/06 0:00,2.5,35.7,127.6
2002/08/06 0:00,3,34.7,127.4
2002/07/17 0:00,3.3,38,124.4
2002/07/12 0:00,2.1,35.9,129.8
2002/07/09 0:00,3.8,35.9,129.6
2002/07/02 0:00,2.3,35.8,128
2002/06/23 0:00,2,34.7,126.6
2002/06/07 0:00,2.8,38.4,125.3
2002/05/29 0:00,2.4,34.7,127.9
2002/04/17 0:00,3.9,40.5,128.5
2002/04/14 0:00,2.4,35.1,125
2002/04/01 0:00,2.5,37.3,128.1
2002/03/25 0:00,2.4,37.1,127.2
2002/03/25 0:00,2.4,37.4,129.2
2002/03/22 0:00,3.5,38.3,124.5
2002/03/17 0:00,3.9,38.1,124.3
2002/03/12 0:00,2.4,34.9,127.4
2002/03/08 0:00,2.4,35.5,126.1
2002/03/07 0:00,3,36.5,126.6
2002/02/28 0:00,2.1,36.7,128.1
2002/02/07 0:00,2.4,36.1,129.2
2002/02/03 0:00,2.6,35,125
2002/01/17 0:00,2.9,35.1,125
2002/01/17 0:00,2.8,36.2,126.2
2002/01/08 0:00,2.8,35.8,128.2
2002/01/07 0:00,3.1,35.4,128.8
2002/01/04 0:00,2.3,34.8,127.4
2001/11/30 0:00,2.4,35.9,127.5
2001/11/24 0:00,4.1,36.7,129.9
2001/11/21 0:00,3.5,36.7,128.3
2001/11/09 0:00,2.6,34.7,126.9
2001/10/28 0:00,2.1,37.1,129
2001/10/01 0:00,2.6,36,127.7
2001/09/24 0:00,2.6,35.5,127.5
2001/09/19 0:00,2.6,36.6,126.9
2001/09/15 0:00,2.2,35.6,125.9
2001/09/13 0:00,2.2,36.4,127
2001/09/07 0:00,2.8,34.8,127.4
2001/08/24 0:00,3.1,35.9,128.2
2001/08/20 0:00,2.5,34,125.5
2001/08/06 0:00,2.3,36.7,128.3
2001/07/27 0:00,2.2,36.5,128
2001/07/26 0:00,2,36.2,127.4
2001/07/23 0:00,3.5,36.4,128
2001/07/15 0:00,2.3,36.7,127
2001/06/29 0:00,3.6,35.8,126.6
2001/06/17 0:00,2.3,35.7,126.4
2001/06/16 0:00,2.2,36,127.9
2001/06/13 0:00,2.9,34.8,127.3
2001/06/09 0:00,2.3,36.7,128.8
2001/05/28 0:00,2.1,36.4,127.8
2001/05/27 0:00,2.5,35.8,129.7
2001/05/27 0:00,2.6,34.1,127.6
2001/05/25 0:00,2.6,33.6,126.8
2001/05/16 0:00,2,36,126.7
2001/05/05 0:00,3.3,37.8,124.5
2001/04/21 0:00,2.1,35.9,125.3
2001/04/17 0:00,2.5,35.4,126.1
2001/04/16 0:00,2.2,35.9,129.7
2001/03/19 0:00,2.8,37.6,124.6
2001/03/07 0:00,2.5,35.1,127.8
2001/03/06 0:00,2.3,35.3,125.7
2001/02/28 0:00,2.9,35.3,127.9
2001/02/19 0:00,2,37.4,128.4
2001/02/14 0:00,2.2,36,128.2
2001/02/10 0:00,2,37.1,127.6
2001/02/08 0:00,2.3,38.4,127.9
2001/01/29 0:00,3,35.7,126.6
2000/12/22 0:00,2.7,36.3,127.4
2000/12/09 0:00,3.7,36.5,130
2000/12/02 0:00,3.1,34.6,126.9
2000/11/14 0:00,2.9,38.8,125.8
2000/11/05 0:00,2.2,36.2,127.2
2000/10/28 0:00,2.7,37.1,126.7
2000/10/23 0:00,2.6,37.7,125.7
2000/10/08 0:00,2.6,37.3,128.8
2000/10/03 0:00,2,36.7,127.2
2000/09/23 0:00,2.4,35.6,128.4
2000/09/13 0:00,2.4,35.7,127.1
2000/08/21 0:00,3.4,38.9,125.9
2000/08/15 0:00,2.2,35.3,125.9
2000/08/06 0:00,2.2,36.3,128.4
2000/08/05 0:00,2.7,35.1,124.9
2000/07/24 0:00,3,38.5,127.8
2000/05/26 0:00,2.4,36.2,127.1
2000/05/19 0:00,2.7,36.6,128.5
2000/05/11 0:00,2.9,38.6,127.8
2000/05/11 0:00,2.9,38.6,127.8
2000/05/11 0:00,3.1,33.3,125.9
2000/05/09 0:00,2.3,35.2,128.1
2000/04/29 0:00,3.3,35.8,125.7
2000/04/15 0:00,2.3,36.6,128.3
2000/04/12 0:00,3.5,36.9,125.3
2000/03/21 0:00,2.3,36.5,126
2000/03/15 0:00,2.5,36.3,125.9
2000/02/21 0:00,2.1,35.8,128.2
2000/01/18 0:00,3,38.7,127.9
